question,answer
"Tối đa 1 ngày tôi có thể sử dụng dịch vụ thanh toán thẻ VCB- MOCA để thanh toán hàng hóa dịch vụ bao nhiêu lần, hạn mức bao nhiêu?","​
Dịch vụ thanh toán thẻ VCB - MOCA không giới hạn số lần sử dụng, tuy nhiên để đảm bảo an toàn, chúng tôi có đưa ra một số hạn mức thanh toán như sau:
a. Hạn mức thẻ:
Với thẻ ghi nợ nội địa:
Tối đa 5.000.000 VND/giao dịch/thẻ và 5.000.000 VND/ngày/thẻ.
Nếu muốn nâng hạn mức thanh toán trên Ứng dụng Moca, Chủ thẻ cần phải thực hiện nâng hạn mức thanh toán trên MOCA tại ATM của VCB theo quy định. Sau khi nâng hạn mức thành công, hạn mức thanh toán tối đa của thẻ ghi nợ nội địa VCB trên Ứng dụng MOCA là: tối đa 10.000.000 VND/giao dịch/thẻ và 10.000.000 VND/ngày/thẻ.
Với thẻ ghi nợ quốc tế và thẻ tín dụng quốc tế:
Hạn mức thanh toán mặc định: tối đa 10.000.000 VND/giao dịch/ thẻ và 10.000.000 VND/ngày/thẻ.
b. Hạn mức chủ thẻ
Tổng hạn mức thanh toán tối đa trên Ứng dụng MOCA của một Chủ thẻ (là tổng hạn
mức thanh toán của tất cả các thẻ VCB đã được Chủ thẻ cài đặt vào Ứng dụng MO
CA) là: tối đa 20.000.000 VND/chủ thẻ/ngày
(Lưu ý: Các hạn mức trên có
thể
được VCB thay đổi theo từng thời kỳ)"
Tôi có thể liên kết những loại thẻ nào của VCB trên Ứng dụng MOCA?,"​
Hiện tại, bạn có thể liên kết thẻ ghi nợ (*) nội địa, thẻ ghi nợ quốc tế, thẻ tín dụng quốc tế do VCB phát hành trên Ứng dụng MOCA
(*) Cần đảm bảo thẻ có gắn với tài khoản thanh toán VNĐ."
Tôi có thể liên kết bao nhiêu thẻ VCB trên Ứng dụng MOCA?,"​
Chúng tôi không giới hạn số lượng thẻ liên kết trên Ứng dụng MOCA nhưng mỗi thẻ chỉ được liên kết với 1 người dùng."
"Tôi muốn sử dụng Dịch vụ thanh toán thẻ qua di động VCB – MOCA, tôi phải đăng ký như thế nào?","Để sử dụng Dịch vụ, bạn cần:
Đảm bảo bạn đã đăng ký số điện thoại tại VCB để nhận SMS OTP (cần đăng ký sử dụng dịch vụ SMS Banking/DigiBank của VCB),
Tải Ứng dụng Moca, liên kết thẻ VCB vào ứng dụng & chấp nhận các điều kiện điều khoản sử dụng Dịch vụ thanh toán thẻ qua di động VCB – MOCA của VCB.
Đối với thẻ ghi nợ nội địa, trong trường hợp bạn muốn thanh toán trên Ứng dụng MOCA với hạn mức cao hơn hạn mức mặc định (5.000.000 VND/giao dịch/thẻ và 5.000.000 VND/ngày/thẻ), bạn phải thực hiện đăng ký nâng hạn mức thanh toán trên MOCA tại ATM VCB."
"Tôi không sử dụng thẻ, nhưng lại nhận được tin nhắn báo phát sinh giao dịch. Tôi cần phải làm gì? Tôi có thể nhận lại số tiền đã phát sinh không?","​- Quý khách thực hiện khóa thẻ khẩn cấp theo các cách sau: (1) Gửi SMS đến tổng đài 6167 (2) VCB Digibank trên ứng dụng mobile (3) VCB Digibank trên trình duyệt web(4) Hệ thống khóa thẻ tự động IVR qua tổng đài 1900545413  (5) Điện thoại hotline 24/7 số 1900545413 (6) Tại các điểm giao dịch Vietcombank. Chi tiết
tại đây
- Liên hệ Hotline 1900545413 hoặc đến PGD/CN gần nhất của VCB để thực hiện tra soát giả mạo
- Thực hiện 1 giao dịch tại POS/ATM gần nhất để chứng minh Quý khách vẫn đang cầm thẻ.
- VCB sẽ thực hiện tra soát theo đúng quy định của VCB/TCCMT/TCTQT và sẽ hoàn lại tiền cho khách hàng nếu có đầy đủ chứng từ chứng minh Quý khách không thực hiện giao dịch."
Tôi phải làm gì khi gặp sự cố rút tiền không thành công tài khoản bị trừ tại máy ATM,"'Trong trường hợp Quý khách là chủ thẻ VCB gặp sự cố rút tiền không thành công, tài khoản bị trừ tiền tại máy ATM, Qúy khách vui lòng liên hệ với VCB để thực hiện tra soát theo 1  trong các hình thức sau:
- Lập  yêu cầu tra soát trực tuyến trên VCB Digibank đối với KHCN đang sử dụng VCB Digibank;
- Lập yêu cầu tra soát tại các điểm giao dịch của Vietcombank trên toàn quốc;
- Liên hệ Trung tâm hỗ trợ khách hàng của Vietcombank theo số hotline 24/7 là 1900545413 để được hướng dẫn và hỗ trợ.​​​​"
Vì sao tôi thanh toán sao kê thẻ tín dụng trên VCB Digibank trên trình duyệt web/trên ứng dụng mobile của VCB đúng ngày đến hạn nhưng vẫn bị tính là thanh toán không đúng hạn?,"​VCB có quy định về thời gian hệ thống xử lý tổng kết dữ liệu cuối ngày (18h30 hàng ngày), theo đó các giao dịch thực hiện sau thời điểm này sẽ được ghi nhận và hệ thống trong ngày tiếp. Vietcombank đã có thông tin tới quý khách về nội dung này trong các Thông báo sao kê thẻ, các dòng lưu ý trên kênh VCB Digibank trên trình duyệt web/trên ứng dụng mobile. Quý khách vui lòng thanh toán đúng số tiền quy định trước thời gian 18h30 ngày đến hạn  để được hưởng ưu đãi về phí/lãi."
"KH nhận thẻ (tín dụng/ghi nợ) nhưng không sử dụng được tại ATM/POS/chi tiêu online…, KH không biết nguyên nhân vì sao?","​Khách hàng nhận được Thẻ mới phát hành nhưng không sử dụng được có thể do các nguyên nhân sau:
- Thẻ chưa kích hoạt nên chưa chi tiêu được --> Trường hợp này khách hàng có thể tự kích hoạt thẻ bằng các phương thức nhắn tin qua kênh SMS/kênh VCB Digibank trên trình duyệt web/trên ứng dụng mobile hoặc liên hệ Chi nhánh phát hành thẻ/Trung tâm dịch vụ khách hàng (số điện thoại 1900545413) để kiểm tra và được hỗ trợ
- Thẻ chưa mở code Chi tiêu internet để có thể chi tiêu online
--> Trường hợp này khách hàng chủ động mở code trên VCB Digibank trên trình duyệt web/trên ứng dụng mobile hoặc liên hệ Chi nhánh phát hành thẻ/Trung tâm dịch vụ khách hàng (số điện thoại 1900545413) để kiểm tra và được hỗ trợ."
"Tôi bị nuốt thẻ tại ATM, tôi cần phải làm gì để nhận lại được thẻ","1. Thẻ do VCB phát hành
a. Tại CN quản lý ATM/VCBC
- Trong thời hạn ba mươi (30) ngày kể từ ngày thẻ bị thu giữ:
+ KH nhận được tin nhắn tự động từ hệ thống về việc đến nhận lại thẻ tại CN quản lý ATM/VCBC.
+ KH liên hệ CN quản lý ATM/VCBC để được kiểm tra thông tin KH, định danh và nhận bàn giao lại thẻ đã được mở khóa.
- KH liên hệ CN quản lý ATM/VCBC trong trường hợp có thể hỗ trợ trả ngay thẻ bị thu giữ tại ATM theo yêu cầu để được định danh theo quy định hiện và trả lại thẻ.
b. Tại CNPH
- Trường hợp thẻ VCB bị thu giữ tại ATM của VCB: Trong thời hạn ba mươi (30) ngày kể từ ngày thẻ bị giữ:
+ Chủ thẻ liên hệ với CN quản lý ATM/VCBC để nhận lại
thẻ.
+ Chủ thẻ liên hệ với CNPH để được định danh, và nhận lại thẻ.
- Trường hợp thẻ VCB bị thu giữ tại ATM của ngân hàng khác: Trong thời hạn mười (10) ngày làm việc kể từ ngày thẻ bị thu giữ và KH yêu cầu nhận lại thẻ tại CN của VCB/TCTTT:
+ Nếu TCTTT cho phép trả thẻ trực tiếp tại NHTT, KH mang CMND/CCCD/Hộ chiếu cùng Giấy xác nhận chủ thẻ (do CNPH cung cấp) đến nhận thẻ tại TCTTT.
+ Nếu KH muốn nhận thẻ tại một CN bất kỳ của VCB, KH liên hệ CN để được định danh và nhận lại thẻ.
+ Nếu KH yêu cầu phát hành thẻ mới hoặc việc trả thẻ của các TCTTT không đáp ứng được yêu cầu của KH: KH hủy thẻ cũ và liên hệ CNPH để phát hành thẻ thay thế.
2. Chủ thẻ của ngân hàng khác
a. Tại CN quản lý ATM/VCBC
- Trong thời hạn ba mươi (30) ngày làm việc kể từ ngày thẻ bị thu giữ tại ATM của VCB, KH liên hệ CN/VCBC kiểm tra, đối chiếu thông tin và nhận bàn giao lại thẻ.
b. Tại các CN
- Trong thời hạn mười (10) ngày làm việc kể từ ngày thẻ bị thu giữ tại ATM của VCB, KH mang CMND/CCCD/Hộ chiếu và Giấy xác nhận do TCPHT của chủ thẻ xác nhận đến nhận thẻ tại CN quản lý ATM/VCBC của VCB.
- Ngoài thời hạn nói trên, KH liên hệ với TCPHT để phát hành thẻ thay thế."
"Tôi bị mất thẻ, đã báo khóa thẻ qua Hotline bây giờ tôi đã tìm được thẻ, có nhu cầu mở khóa thẻ thì phải làm như nào?","​
Khách hàng có thể chủ động hoặc được hỗ trợ mở khóa thẻ trên các kênh sau:
1. VCB Digibank trên ứng dụng mobile
2. VCB Digibank trên trình duyệt web
3. Tại các điểm giao dịch Vietcombank."
Tại sao buổi tối tôi chỉ thực hiện rút tiền được 2 giao dịch thành công tại cây ATM của ngân hàng khác ?,"​Để đảm bảo an toàn cho giao dịch thẻ của khách hàng tại ATM, theo quy định của Ngân hàng Nhà nước về  giám sát chặt chẽ các giao dịch rút tiền vào ban đêm, trong khoảng thời gian 19h-7h hàng ngày, khách hàng chỉ có thể thực hiện được 02 giao dịch rút tiền khi giao dịch tại ATM của ngân hàng khác.
Tại các ATM của Vietcombank, khách hàng không bị giới hạn số lượng giao dịch như trên."
"Khi bị mất thẻ, tôi có thể báo khóa thẻ qua VCB thông qua những hình thức nào?","​Quý Khách có thể chủ động khóa thẻ tạm thời qua các hình thức sau:
Cách 1
Gửi tin nhắn SMS tới tổng đài 6167
Khóa toàn bộ thẻ tại VCB
VCB KT TOANBO
Khóa toàn bộ thẻ Visa
VCB KT VISA
Khóa toàn bộ thẻ Master
VCB KT MASTER
Khóa toàn bộ thẻ Amex
VCB KT AMEX
Khóa toàn bộ thẻ JCB
VCB KT JCB
Khóa toàn bộ thẻ Unionpay
VCB KT UNIONPAY
Khóa toàn bộ thẻ nội địa:
VCB KT NOIDIA
Lưu ý
: trường hợp không nhớ cú pháp cụ thể, khách hàng soạn tin nhắn theo cú pháp VCB HELP gửi đến tổng đài 6167 để được hướng dẫn.
Cách 2
VCB Digibank trên ứng dụng mobile
Truy cập ứng dụng VCB Digibank >> Khóa thẻ
Cách 3
VCB Digibank trên trình duyệt web
Đăng nhập VCB Digibank trên trình duyệt web >> Khóa thẻ
Cách 4
Tổng đài tự động (IVR)
Gọi điện đến tổng đài 1900545413 >> Nhấn phím 1 >> 1 >> 1 >> 1 và làm theo hướng dẫn
Cách 5
Trung tâm Hỗ trợ khách hàng 24/7
Gọi điện đến tổng đài 1900545413 >> Kết nối với nhân viên trực và yêu cầu khóa thẻ
Cách 6
Tại các điểm giao dịch Vietcombank
Khách hàng trực tiếp đến các điểm giao dịch của Vietcombank và yêu cầu khóa thẻ"
Tôi muốn kiểm tra hạn mức còn lại của thẻ tín dụng mà không muốn tới ngân hàng thì có thể kiểm tra qua đâu?,"​​​​Khách hàng có thể kiểm tra hạn mức tín dụng còn lại của thẻ tín dụng bằng các cách thức rất đơn giản như sau:
Cách 1:
Gửi tin nhắn theo cú pháp ""HM"" đến tổng đài 6167. (Lưu ý: Quý Khách cần đăng ký dịch vụ SMS Banking tại Vietcombank).
Cách 2:
Kiểm tra lại tin nhắn (SMS/OTT) thông báo gần nhất của Vietcombank khi khách hàng thanh toán thẻ. Trong thông báo sẽ có thông tin về số tiền thanh toán và hạn mức tín dụng còn lại của thẻ."
Thẻ Ghi nợ nội địa có hạn mức sử dụng như nào?,"Loại giao dịch
Hạn mức tối đa 01 ngày
Hạn mức tối đa 01 lần
Rút tiền mặt
100 triệu VNĐ
Trong hệ thống Vietcombank
Ngoài hệ thống Vietcombank
10 triệu VND
Không quy định (*)
Chi tiêu
200 triệu VNĐ
200 triệu VNĐ
Chuyển khoản qua ATM
100 triệu VNĐ
Dưới 100 triệu VNĐ
Chuyển tiền liên ngân hàng qua thẻ
Kênh ATM
100 triệu VNĐ
50 triệu VNĐ
Kênh VCB Digibank
- Xác thực bằng SMS OTP
100 triệu VNĐ
50 triệu VNĐ
- Xác thực bằng Smart OTP
1 tỷ VNĐ
300 triệu VNĐ
(*) Áp dụng theo quy định của Công ty cổ phần thanh toán quốc gia Việt Nam (Napas)​​​​"
Điều gì cần lưu ý khi thanh toán bằng thẻ?,"​Bạn cần kiểm tra số tiền in trên hóa đơn trước khi ký. Giữ một bản sao của hóa đơn mua hàng và khi nhân viên bán hàng đưa lại thẻ, bạn nên xem lại thẻ để tránh nhầm lẫn với thẻ của người khác​"
Tôi có thể đưa thẻ cho người thân sử dụng hay không?,"Để tránh rủi ro cho mình, bạn không nên đưa thẻ cho người thân sử dụng. Bạn có thể phát hành thẻ phụ cho người thân của mình.​"
Tôi nhận được tin nhắn thông báo khi giao dịch thẻ tín dụng là hạn mức khả dụng tạm tính? Giải thích giúp tôi,"​
Để giúp Quý khách nắm được thông tin hạn mức có thể sử dụng trong trường hợp khách hàng (KH) có nhiều thẻ tín dụng tại VCB và các thẻ này có hạn mức liên thông, VCB gửi thông tin đến KH hạn mức khả dụng tạm tính là hạn mức còn lại mà KH có thể sử dụng.
Ví dụ: Khách hàng được VCB cấp hạn mức 100 triệu VNĐ để phát hành thẻ tín dụng, trong đó có 01 thẻ Visa Platinum hạn mức 100 triệu và 01 thẻ JCB gold hạn mức 70 triệu. KH đã tiêu thẻ Visa 50 triệu VND
à
hạn mức khả dụng là 50 triệu VND. Khi KH tiêu tiếp bằng thẻ JCB 5 triệu VND
à
hạn mức khả dụng là 45 triệu (mặc dù thẻ JCB có hạn mức ban đầu là 75 triệu và KH mới sử dụng 5 triệu trên thẻ này)."
"Tôi nhận thẻ (tín dụng/ghi nợ) nhưng không sử dụng được tại ATM, tôi không biết nguyên nhân vì sao?","Khách hàng nhận được Thẻ mới phát hành nhưng không sử dụng được có thể do các nguyên nhân và hướng xử lý như sau:
1. Thẻ chưa được mở khóa/chưa được kích hoạt. Để kích hoạt thẻ, Quý khách có thể thực hiện theo một trong các hướng dẫn sau:
- Nhắn tin SMS đến tổng đài 6167 theo cú pháp: VCB<dấu cách><KHT><6 số đầu của thẻ cần kích hoạt><ba dấu  chấm><3 số cuối của thẻ cần kích hoạt> (Ví dụ: VCB KHT 412975...123)
(Hoặc soạn VCB HELP hoặc HELP KHT gửi 6167 để được hướng dẫn);
- Đăng nhập VCB Digibank, tại mục Dịch vụ Thẻ chọn tính năng Kích hoạt thẻ;
- Liên  hệ chi nhánh phát hành thẻ ;
2. Nhập sai số PIN đã được NH cấp lần đầu: Quý khách kiểm tra và nhập đúng số PIN đã được cung cấp
3. Thẻ bị lỗi vật lý hoặc bị lỗi trong quá trình bảo quản thẻ của KH: Quý khách liên hệ CN phát hành thẻ/TTDVKH để được hỗ trợ và phát hành lại thẻ​​​​"
